,listing_id,latitude,longitude
10838,7134606,40.7674,-73.9838
108382,6899401,40.7862,-73.9423
108386,6863501,40.7863,-73.971
108388,6884442,40.7111,-74.0055
108389,6833013,40.7439,-73.9743
108395,6874208,40.7238,-73.9902
1084,7162719,40.7606,-73.9952
108400,6946924,40.7253,-73.9886
108403,6836783,40.7404,-73.9795
108405,6840835,40.8246,-73.9481
108408,6897097,40.7094,-74.0092
10841,7189136,40.7902,-73.9678
108410,6898612,40.7579,-73.9653
108413,6909146,40.7993,-73.9625
108414,6914801,40.7514,-73.9866
108418,6888610,40.7065,-74.0109
108421,6947820,40.7486,-73.8852
108422,6825573,40.7389,-73.9929
108429,6837377,40.7951,-73.9676
108434,6827424,40.8194,-73.9555
108435,6834425,40.7047,-74.0098
108437,6892578,40.7673,-73.9574
108439,6870544,40.7878,-73.9763
10844,7195707,40.7575,-73.9625
108442,6925036,40.749,-73.9797
108445,6861519,40.7432,-73.9812
108450,6926990,40.7208,-73.9878
108456,6819002,40.7656,-73.9886
108459,6932331,40.776,-73.9539
108461,6906627,40.7681,-73.9544
108462,6941727,40.7568,-73.9982
108465,6838438,40.7081,-74.0065
108468,6924817,40.73,-73.9864
108472,6947765,40.6947,-73.9934
108475,6848008,40.7075,-74.0059
108476,6852203,40.8587,-73.9314
108478,6888362,40.7867,-73.9513
108485,6928212,40.7339,-73.9988
108486,6850449,40.6654,-73.9947
108487,6938070,40.7516,-73.969
108488,6905921,40.7795,-73.9482
108489,6856172,40.7399,-73.9864
108493,6855579,40.8198,-73.9578
108495,6945744,40.7676,-73.9874
108496,6817704,40.7427,-73.9957
108498,6870224,40.7717,-73.9518
10850,7196067,40.7371,-73.9988
108501,6911934,40.7586,-73.9938
108506,6911712,40.8374,-73.9437
108509,6879007,40.7349,-73.9863
10851,7095952,40.7291,-73.9786
108510,6817565,40.8687,-73.9175
108511,6901528,40.7054,-74.0095
108512,6877147,40.7276,-74.0001
108513,6874494,40.7293,-74.012
108516,6885479,40.7749,-73.9782
108517,6913184,40.7725,-73.9819
108521,6902527,40.7668,-73.962
108523,6829202,40.7559,-73.993
108529,6837087,40.7919,-73.9725
108531,6922243,40.7637,-73.9938
108532,6818817,40.7391,-74.0016
10854,7165171,40.7883,-73.9415
108540,6865555,40.7447,-73.9741
108550,6830191,40.7405,-73.9767
108552,6818425,40.753,-73.9695
108553,6847866,40.7778,-73.9781
108557,6895545,40.8015,-73.9668
10856,7213627,40.7462,-73.9757
108561,6929424,40.7832,-73.9809
108563,6946577,40.7213,-73.9822
108565,6842655,40.7067,-74.018
108566,6891126,40.7594,-73.9905
108567,6910268,40.7379,-73.9919
108568,6893448,40.7111,-74.0055
10857,7215052,40.6668,-73.9615
108572,6934093,40.7588,-73.968
10858,7205199,40.7878,-73.9763
108581,6948311,40.7035,-74.0109
108583,6925039,40.7456,-73.9785
108592,6947062,40.708,-74.0149
108595,6883827,40.7324,-73.9875
108596,6832265,40.634,-74.0217
108598,6906344,40.7439,-73.9743
108599,6898165,40.7611,-73.923
108609,6864362,40.7652,-73.9898
108612,6831681,40.7423,-73.9995
108617,6891138,40.6998,-73.9937
10862,7092654,40.7594,-73.9712
108621,6933051,40.8449,-73.9391
108623,6926553,40.7513,-73.9721
108624,6833997,40.7364,-73.9809
108629,6940418,40.7802,-73.9545
108631,6860625,40.7586,-73.9838
108634,6827065,40.7463,-73.9407
108635,6814223,40.7054,-74.0095
108637,6868342,40.7858,-73.9704
108639,6935528,40.7488,-73.9956
108640,6896600,40.7074,-74.0069
108642,6914569,40.7816,-73.9559
108643,6929069,40.7412,-73.9772
108645,6855622,40.6808,-73.9777
108646,6868511,40.7687,-73.9679
108647,6917563,40.7981,-73.9685
108650,6903552,40.7815,-73.948
108651,6886466,40.7111,-74.0055
108652,6925366,40.7334,-74.0047
108653,7282637,40.7069,-74.0112
108654,6848196,40.796,-73.9742
108655,6920355,40.8438,-73.9401
108664,6943461,40.7301,-73.9865
10867,7155130,40.8051,-73.9497
10868,7200781,40.7412,-73.9772
108680,6883770,40.7739,-73.9893
108682,6846867,40.7242,-73.9824
108685,6877404,40.7383,-74.0019
108687,6904182,40.7706,-73.9501
108690,6914110,40.7621,-73.9956
108693,6905670,40.7575,-73.9625
108694,6902207,40.7571,-73.9647
108695,7724905,40.7337,-73.9865
108698,6855319,40.7462,-73.9757
1087,7211853,40.7676,-73.9577
10870,7096504,40.7716,-73.9543
108700,6858321,40.786,-73.9436
108705,6915206,40.8034,-73.9545
108706,6838120,40.7187,-73.9831
108708,6935752,40.761,-73.9921
108709,6849765,40.7494,-73.9875
10871,7220071,40.6936,-73.9986
108710,6929154,40.7407,-73.9822
108712,6849526,40.7681,-73.9539
108714,6851796,40.7631,-73.9581
108720,6866383,40.718,-74.0111
108725,7244134,40.7771,-73.9505
108727,6828231,40.7441,-73.9964
10873,7112536,40.7688,-73.9608
108731,6937625,40.7447,-73.9741
108732,6942050,40.7318,-74.0044
108733,6840036,40.7185,-73.9865
108735,6869662,40.7862,-73.9508
108737,6894462,40.7297,-73.9753
108738,6943260,40.7929,-73.9661
10874,7197138,40.6769,-73.971
108740,6920878,40.6998,-73.9162
108743,6921020,40.7696,-73.9567
108747,6929709,40.73,-73.9864
108748,6916927,40.7899,-73.972
108753,6817944,40.6697,-73.9548
108758,6931708,40.8238,-73.9533
108760,6937173,40.7476,-73.9732
108761,6931314,40.7031,-73.8119
108762,6936336,40.7548,-73.9689
108763,6935271,40.7652,-73.9476
108764,6910510,40.6774,-73.9553
108766,6875092,40.7061,-74.0111
108769,6886316,40.8028,-73.9647
108770,6934040,40.8689,-73.9225
108771,6847221,40.7725,-73.9819
108773,6817217,40.7778,-73.978
108776,6867806,40.7427,-73.9957
108778,6918162,40.7804,-73.9522
10879,7189309,40.6785,-73.9748
108790,6832463,40.7632,-73.9657
108795,6901470,40.7054,-74.0095
108796,6943874,40.7125,-74.0064
108798,6885904,40.7743,-73.9875
1088,7097605,40.7643,-73.9877
10880,7173771,40.7465,-73.9803
108800,6855573,40.7528,-74.0032
108802,6844947,40.7081,-74.0065
108808,6888526,40.5922,-73.9675
10881,7120713,40.7817,-73.9496
108812,6839648,40.7073,-74.0046
108813,6857361,40.6923,-73.9345
108814,6829931,40.6428,-74.0228
108815,6932340,40.8455,-73.9415
108816,6872292,40.7283,-73.9857
108819,6865118,40.8362,-73.9459
108820,6928656,40.7306,-74.0022
108824,6837601,40.7929,-73.9506
108832,6913986,40.7294,-74.0001
108834,6848525,40.8272,-73.9507
108837,6839824,40.6687,-73.9896
108840,6883633,40.7373,-74.0042
108841,6880748,40.6845,-73.9185
108842,6889439,40.7593,-73.9962
108844,6857247,40.7098,-74.0179
108846,6853757,40.7802,-73.9565
108849,6898836,40.7568,-73.9982
108850,6824473,40.7664,-73.9863
108851,6946699,40.7477,-73.9744
108852,6926822,40.7222,-73.9824
108865,6836688,40.7818,-73.9528
108866,6943355,40.7313,-73.9889
108868,6942875,40.7387,-74.0085
108874,6886688,40.7287,-73.9839
108876,6871968,40.7304,-74.005
108877,6824528,40.7942,-73.966
108878,6893851,40.7655,-73.982
108880,6921200,40.7199,-73.8382
108881,6882123,40.7231,-73.9938
108883,6829352,40.7753,-73.954
108884,6912876,40.7314,-73.9893
108885,6863131,40.7137,-73.9379
108886,6932771,40.7602,-73.9689
10889,7152456,40.7835,-73.9837
108891,6822550,40.6933,-73.9255
108892,7641535,40.7562,-73.9998
108894,6843809,40.7254,-73.9873
108898,6941232,40.7611,-73.9989
1089,7101194,40.7275,-74.0035
108900,6816217,40.7611,-73.9989
108902,6888826,40.77,-73.9491
108904,6863351,40.716,-74.0036
108907,6845029,40.7182,-74.0148
108908,6885365,40.8031,-73.957
108910,6925937,40.8427,-73.9136
108913,6831618,40.8119,-73.9406
108914,6941050,40.7539,-73.9677
108915,6907025,40.7176,-73.9531
108916,6896650,40.7272,-73.9916
108918,6898296,40.6392,-73.9744
108919,6932732,40.8436,-73.9401
10892,7098192,40.7424,-73.9999
108922,7485477,40.7077,-74.008
108923,6831025,40.8234,-73.9406
108925,6827621,40.7982,-73.938
108926,6940065,40.7654,-73.9816
108927,6837028,40.7849,-73.981
108930,6864881,40.7461,-73.9947
108933,6946473,40.7723,-73.948
108934,6868305,40.7618,-73.9598
108938,6885407,40.7613,-73.9993
108939,6813143,40.7328,-73.9888
108941,6849585,40.7691,-73.9554
108946,6829343,40.7565,-73.9973
10895,7127622,40.7283,-73.9839
108950,6885908,40.7609,-73.9941
108952,6813996,40.778,-73.9563
108954,6872524,40.7678,-73.9915
108958,6858916,40.7933,-73.9675
10896,7093608,40.7481,-73.9564
108969,6939566,40.7739,-73.9528
10897,7094298,40.7297,-74.0336
108970,6885390,40.6816,-74.0033
108975,6893454,40.7662,-73.9636
108981,6825386,40.741,-73.979
108983,6896334,40.759,-73.9651
108984,6841468,40.7407,-74.0003
108987,6855101,40.7047,-74.0076
108989,6894392,40.7164,-73.8439
108994,6819739,40.1159,-74.6267
108996,6814194,40.7713,-73.9538
108999,6817923,40.755,-73.9946
1090,7133240,40.8163,-73.9416
10900,7096363,40.7787,-73.9554
109001,6891030,40.834,-73.8821
109005,6853559,40.6925,-73.9947
109008,7121825,40.7076,-74.0105
109009,6862416,40.7073,-74.0077
10901,7210946,40.7436,-73.9727
109010,6896546,40.7404,-73.9795
109011,6883281,40.6589,-73.951
109012,6874862,40.8007,-73.961
109014,6920245,40.6941,-73.8621
109015,6921732,40.7568,-73.9982
109016,6854549,40.7609,-73.986
109018,6816398,40.7754,-73.9465
10902,7120639,40.7943,-73.9675
109020,6881647,40.7516,-73.969
109021,6897674,40.7701,-73.9484
109023,6831515,40.7814,-73.9554
109027,6906503,40.7559,-73.9658
109032,6939761,40.7635,-73.9848
109033,6878904,40.7406,-74.0038
109034,6861874,40.7645,-73.984
109035,6896106,40.7391,-73.9963
109036,6941121,40.6597,-73.9548
109037,6826192,40.7704,-73.9566
109038,6917177,40.7478,-74.0008
109040,6835626,40.7584,-73.9648
109041,6832408,40.7274,-73.9807
109045,6889236,40.7024,-73.9201
109046,6879720,40.755,-73.9636
109047,6936208,40.7701,-73.955
109049,6867270,40.7817,-73.9824
109050,6905009,40.7478,-73.9571
109055,6859359,40.7609,-73.986
109057,6907894,40.645,-73.9794
109058,6850568,40.7717,-73.9518
109062,6897612,40.6616,-73.9806
109066,6928362,40.8514,-73.9368
109068,6877590,40.7382,-73.9918
109070,6896658,40.7637,-73.9847
109072,6812112,40.762,-73.9636
109074,6825871,40.781,-73.9528
109075,6909047,40.7766,-73.9474
109076,6878513,40.7373,-73.9961
109078,6820980,40.7678,-73.9915
109080,6884818,40.7337,-73.8914
109082,6941843,40.7901,-73.9728
109083,6921740,40.6969,-73.983
109085,6823111,40.7401,-73.9818
109087,6817173,40.7999,-73.962
109089,6820205,40.7866,-73.9423
109093,6859951,40.7553,-73.9955
109097,6871039,40.737,-73.9946
109098,6906821,40.7331,-74.0055
1091,7108891,40.7074,-74.0069
109103,6864491,40.7456,-73.9797
109104,6853829,40.7656,-73.9567
109108,6938211,40.7035,-74.0109
109109,6824013,40.7678,-73.9915
10911,7103556,40.7267,-73.8607
109116,6904971,40.7065,-74.0077
109117,6831428,40.7412,-73.9772
109118,6864848,40.739,-73.9928
10912,7139672,40.7681,-73.9594
109121,6841857,40.7448,-73.9816
109122,6854420,40.7812,-73.9526
109126,6852170,40.7645,-73.9832
109128,6863690,40.6808,-73.9374
109132,6868653,40.7063,-74.0089
109133,6866274,40.7468,-73.9903
109134,6935415,40.7456,-73.9905
109136,6834421,40.6692,-73.9269
109138,6890613,40.7797,-73.9469
109139,6887646,40.8247,-73.9509
10914,7092106,40.7367,-73.9865
109142,6859134,40.7619,-73.9854
109143,6932366,40.7465,-73.9771
109145,6932846,40.7953,-73.9667
109147,6945638,40.7238,-74.0043
109148,6886239,40.765,-73.9882
109149,6854315,40.8373,-73.9466
10915,7143958,40.8682,-73.9185
109150,6860466,40.7674,-73.9908
109152,6896450,40.8243,-73.9415
109153,6895181,40.7976,-73.968
109155,6920004,40.8238,-73.9533
109156,6913676,40.7013,-73.9261
109157,6901966,40.8233,-73.9405
109158,6894537,40.8292,-73.9406
109159,6829988,40.7568,-73.9982
109161,6911101,40.7865,-73.9421
109163,6816563,40.7054,-74.0095
109164,6934177,40.7788,-73.9142
109167,6941724,40.7815,-73.9472
109168,6896245,40.7535,-73.9648
109169,6905285,40.7862,-73.9508
109174,6850941,40.8699,-73.9172
109175,6920066,40.8198,-73.9578
109179,6844389,40.7808,-73.9508
109181,6872547,40.7399,-74.0036
109185,6944579,40.7655,-73.9785
109186,6886320,40.8051,-73.9627
109187,6816135,40.7062,-74.0099
109188,6877058,40.7802,-73.9504
109189,6932717,40.7622,-73.9589
109190,6930010,40.7258,-73.9839
109191,6945906,40.7761,-73.9518
109199,6867021,40.7444,-73.9754
1092,7117383,40.7842,-73.948
10920,7125382,40.7637,-73.9938
109200,6858324,40.7568,-73.9982
109201,6944522,40.7698,-73.9512
109203,6906986,40.7443,-73.9912
109206,6880605,40.6401,-73.9275
109207,6837863,40.7571,-73.9647
109209,6828480,40.7518,-73.9944
10921,7176322,40.7279,-74.0037
109212,6890427,40.8247,-73.9509
109216,6816016,40.7844,-73.9497
109217,6843423,40.7468,-73.9903
109218,6823995,40.7244,-73.9942
10922,7227119,40.7141,-74.0096
109220,6868413,40.7469,-73.9735
109223,6857897,40.7675,-73.9607
109228,6858987,40.8515,-73.9377
10923,7218138,40.7753,-73.954
109233,6918348,40.7396,-74.0035
109234,6887457,40.7311,-74.0045
109235,6891513,40.7998,-73.9686
109237,6856993,40.7968,-73.9697
109238,6900066,40.8265,-73.946
109240,6947543,40.7809,-73.9595
109241,6856302,40.761,-73.9935
109242,6840637,40.8005,-73.9686
109249,6945212,40.7611,-73.9989
109251,6883956,40.7653,-73.9899
109256,6838505,40.71,-74.0143
109257,6901906,40.743,-73.9975
10926,7089924,40.7708,-73.9818
109260,6857395,40.7575,-73.9625
109262,6838351,40.7337,-73.9775
109263,6893485,40.7073,-74.0046
109270,6814826,40.7928,-73.9659
109272,6854214,40.7104,-73.9486
109282,6875139,40.79,-73.9747
109283,6918923,40.7062,-74.0099
109284,6926154,40.7642,-73.994
109285,7694111,40.7059,-74.0116
109287,6815809,40.7111,-74.0055
109291,6874389,40.6475,-74.0087
109294,6902031,40.7349,-73.9863
109295,6877261,40.8326,-73.9415
109297,6916663,40.7252,-73.9947
109298,6873418,40.761,-73.999
109299,6856032,40.7773,-73.9579
1093,7093570,40.7073,-74.0046
109300,6911454,40.7743,-73.9875
109302,6947509,40.7594,-73.9698
109304,6931482,40.6734,-73.9466
109305,6901450,40.7489,-73.9765
109306,6902906,40.7976,-73.9333
109307,6901441,40.7748,-73.9551
109309,6849317,40.73,-73.9864
109310,6945854,40.7486,-73.9903
109316,6860486,40.7389,-73.9818
109319,6815883,40.7743,-73.9789
10932,7191282,40.7606,-73.9951
109320,6816836,40.7072,-74.0124
109324,6912871,40.7469,-73.9735
109328,6854641,40.7092,-74.0137
109329,6839306,40.7248,-74.0036
109330,6870251,40.7927,-73.9758
109332,6927207,40.7536,-73.9739
109333,6906763,40.73,-73.9864
109334,6887091,40.8031,-73.957
109336,6859508,40.7535,-73.9648
109338,6904109,40.7521,-74.0011
109339,6932974,40.7605,-73.9688
10934,7098624,40.7215,-73.9566
109340,6870161,40.7788,-73.9805
109341,6855528,40.7676,-73.9601
109344,6859949,40.6772,-73.8486
109347,6940012,40.6994,-73.9923
10935,7234321,40.777,-73.9886
109350,6870811,40.6905,-73.9668
109352,6919835,40.7701,-73.9484
109356,6929351,40.7281,-73.9812
10936,7197902,40.7794,-73.9487
109360,6934094,40.7478,-74.0008
109363,6896973,40.7617,-73.9617
109365,6846838,40.7427,-73.9957
109367,6843451,40.7358,-73.9866
109368,6946874,40.71,-74.0143
109369,6842848,40.8469,-73.9387
10937,7174202,40.7477,-73.9744
109371,6850224,40.7663,-73.9522
109376,6932719,40.7196,-74.0109
109377,6844954,40.7613,-73.9998
109383,6902510,40.7223,-73.9839
109390,6929247,40.6877,-73.945
109395,6944223,40.7856,-73.9718
1094,7227943,40.7839,-73.9764
109402,6944316,40.7618,-73.9497
109403,6921955,40.7802,-73.9444
109405,6840373,40.7798,-73.9044
109408,6845822,40.7186,-73.9863
109411,6813785,40.71,-74.0143
109412,6812680,40.7326,-74.0043
109414,6844190,40.7709,-73.9917
109416,6920884,40.7801,-73.9542
109417,6877118,40.7546,-73.9983
109418,6818309,40.8433,-73.9392
10942,7204146,40.7704,-73.9566
109421,6904636,40.7638,-73.9585
109424,6823537,40.7656,-73.9886
109426,6843938,40.7779,-73.9515
109429,6876327,40.6666,-73.9821
109430,6859340,40.7095,-73.8302
109436,6872500,40.7705,-73.9485
109445,6851409,40.708,-74.0149
109446,6819799,40.7682,-73.987
109448,6924829,40.6736,-73.9659
10945,7089192,40.7514,-73.9864
109452,6901351,40.7252,-73.8123
109455,6838705,40.7764,-73.9548
109457,6838697,40.7286,-73.9881
109458,6883939,40.706,-73.8324
109461,6862596,40.771,-73.953
109463,6878744,40.7489,-73.9765
109465,6943426,40.753,-73.9958
109466,6836267,40.7137,-73.9904
109467,6866879,40.7845,-73.9503
109468,6886434,40.7612,-73.9895
109473,6813392,40.7388,-74.0018
109474,6826566,40.7514,-73.9864
109475,6916719,40.8441,-73.9406
109476,6919495,40.7382,-73.9843
109477,6856280,40.7344,-73.9823
109479,6910786,40.7677,-73.9552
109480,6928232,40.7613,-73.9623
109482,6876890,40.8199,-73.9531
109483,6856053,40.8328,-73.9433
109486,6903534,40.7963,-73.9306
109487,6929284,40.7668,-73.9841
109489,6828986,40.7448,-73.9909
109492,6876546,40.7162,-74.0125
109493,6880813,40.8002,-73.9663
10950,7102470,40.7536,-73.9739
109501,6831938,40.7536,-73.8836
109502,6842128,40.7423,-73.9977
109505,6880047,40.689,-73.9862
109507,6834715,40.6616,-74.6637
109508,6853329,40.5783,-73.9841
109509,6932260,40.7568,-73.9982
109510,6831323,40.7399,-73.9864
109512,6823976,40.7479,-73.9746
109516,6938580,40.7586,-73.9838
109517,6882319,40.7439,-73.9971
109518,6821094,40.7412,-73.9772
109524,6912254,40.7476,-73.9732
109526,6818724,40.7242,-73.9946
109527,6862271,40.7163,-74.0042
109530,6821047,40.7285,-74.0
109533,6845177,40.7766,-73.9452
109534,6821855,40.7565,-73.9973
109535,6863135,40.6711,-73.9541
109539,6846765,40.7567,-73.9655
109546,6909267,40.7411,-73.9822
109548,6877215,40.7139,-73.7878
10955,7130256,40.8247,-73.9509
109555,6910038,40.7664,-73.9918
109565,6877259,40.7894,-73.9764
109566,6888368,40.7053,-74.0161
109569,6921905,40.7817,-73.9795
109570,6853159,40.7121,-74.0086
109571,6892963,40.7704,-73.948
109573,6854145,40.8539,-73.9318
109574,6880274,40.769,-73.9541
109575,6832723,40.7476,-73.976
109582,6932401,40.7568,-73.9982
109583,6867203,40.7711,-73.9817
109584,6822874,40.7436,-73.9727
109585,6830959,40.7444,-73.9754
109588,6852255,40.7701,-73.95
109592,6939919,40.7386,-73.9818
109593,6839475,40.7492,-73.9801
109596,6916889,40.7084,-74.0044
1096,7188441,40.7285,-74.0
109600,6873818,40.7832,-73.9809
109601,6845240,40.7595,-73.9624
109605,6928034,40.726,-73.9901
109608,6855562,40.7688,-73.9548
10961,7231672,40.7067,-74.0072
109610,6924331,40.7803,-73.9466
109612,6816928,40.8484,-73.939
109613,6894742,40.7331,-73.9862
109616,6879073,40.7449,-73.9812
109617,6874902,40.7067,-74.0101
109620,6833383,40.7265,-73.9877
109621,6824135,40.7265,-73.9877
109623,6886873,40.7306,-73.9834
109628,6901560,40.7936,-73.976
109629,6921932,40.7802,-73.9504
109634,6890302,40.7797,-73.9827
109636,6926519,40.8014,-73.9663
109639,6917734,40.8039,-73.9573
10964,7104424,40.7386,-73.9971
109640,6893081,40.7835,-73.9468
109644,6875929,41.0411,-73.5423
109645,6813689,40.796,-73.9742
109646,6943385,40.7808,-73.9508
109650,6823074,40.6383,-73.9528
109655,6941655,40.7354,-74.0056
109656,6849455,40.7439,-73.9971
10966,7133204,40.773,-73.9506
109668,6919993,40.7775,-73.9458
109672,6827900,40.5886,-73.9662
109673,6844116,40.7566,-73.9346
109677,6922383,40.7595,-73.9922
109678,6858940,40.7634,-73.9786
109679,6860333,40.7759,-73.9528
109681,6886629,40.7301,-73.9942
109682,6903402,40.779,-73.9461
109683,6877705,40.7793,-73.9532
109685,6882333,40.7199,-73.9973
109688,6893952,40.7299,-73.9819
109689,6928241,40.686,-73.9085
109694,6818421,40.7438,-73.9743
109695,6906904,40.7483,-73.9747
109698,6827174,40.7085,-74.0123
109699,6937385,40.7436,-73.9727
1097,7123083,40.8003,-73.9618
10970,7121340,40.7494,-73.9875
109706,6839691,40.7586,-73.9838
109707,6919692,40.739,-73.9821
109708,6911769,40.7803,-73.976
109709,6942028,40.7788,-73.9538
109710,6905306,40.733,-73.9857
109715,6878229,40.7703,-73.9592
109716,6936938,40.6969,-73.983
109719,6841946,40.7292,-73.986
109720,6925878,40.7304,-74.0051
109721,6849366,40.7621,-73.9625
109726,6903660,40.8604,-73.9269
109727,6925981,40.7739,-73.9528
109729,6836113,40.7763,-73.9518
109733,6881197,40.7776,-73.9554
109734,6922602,40.71,-74.0143
109736,6896955,40.6944,-73.9639
10974,7224067,40.7653,-73.9879
109752,6838496,40.7917,-73.9403
109755,6836143,40.7863,-73.971
109756,6888671,40.78,-73.9562
109758,6863091,40.7573,-73.9678
109759,6821392,40.7561,-73.9965
10976,7099201,40.6842,-73.9143
109763,6876987,40.7448,-74.0018
109766,6899834,40.7334,-73.9571
109768,6924436,40.7733,-73.9812
10977,7158135,40.7734,-73.9577
109770,6899640,40.8021,-73.9392
109772,6940209,40.7802,-73.9517
109774,6869877,40.7742,-73.9647
10978,7190679,40.7369,-73.9741
109781,6848822,40.7447,-73.9741
109786,6827180,40.7477,-73.9744
109788,6851747,40.7546,-73.9983
109789,6836913,40.7607,-73.7791
109790,6894610,40.7931,-73.9715
109797,6910591,40.7454,-73.9241
109799,6906271,40.7765,-73.9571
10980,7144614,40.6744,-73.9543
109800,6946779,40.7461,-73.9757
109803,6928779,40.7215,-73.9564
109805,6825648,40.7297,-73.9794
109807,6882449,40.8198,-73.9578
109809,6933629,40.7698,-73.9589
109812,6911706,40.6954,-73.9236
109817,6841790,40.8698,-73.917
109818,6825219,40.7782,-73.949
109826,6948025,40.761,-73.9992
10983,7149751,40.7306,-73.9866
109831,6877697,40.8343,-73.9132
109832,6833327,40.7403,-73.9852
109833,6817709,40.732,-73.9885
109839,6846929,40.7633,-73.9849
10984,7167104,40.7436,-73.9919
109842,6878563,40.7513,-73.9721
109843,6852599,40.7062,-73.831
109844,6930401,40.7701,-73.955
109845,6858090,40.7341,-73.9896
109848,6900988,40.7538,-73.974
109850,6885151,40.7834,-73.9833
109852,6842335,40.7461,-73.9757
109854,6889592,40.7413,-73.9779
109857,6947685,40.7538,-73.974
109858,6858320,40.7805,-73.9487
10986,7228548,40.738,-73.9818
109860,6860370,40.8118,-73.9387
109862,6934334,40.7783,-73.9784
109863,6838845,40.7771,-73.9505
109864,6862236,40.7675,-73.9607
109868,6839682,40.7286,-73.8487
109869,6839212,40.7477,-74.0008
109871,6864085,40.7562,-73.9968
109872,6938842,40.7891,-73.9486
109881,6855142,40.7777,-73.9532
109882,6890470,40.7448,-74.0054
109883,6928733,40.7391,-73.9963
109884,6899601,40.722,-73.9837
109887,6875986,40.723,-73.9829
109888,6822025,40.7248,-73.9885
109891,6820184,40.7257,-73.978
109893,6833633,40.7656,-73.9886
1099,7200547,40.7802,-73.9518
109903,6914845,40.7698,-73.9512
109905,6855027,40.7637,-73.9938
109909,6946145,40.7302,-73.9826
109914,6874855,40.7727,-73.9518
109916,6892798,40.7656,-73.9886
109917,6912315,40.7643,-73.964
109924,6912488,40.7803,-73.976
109928,6838812,40.7743,-73.9875
10993,7146516,40.7736,-73.9471
109933,6878071,40.8292,-73.9406
109936,6832006,40.771,-73.9876
109937,6864284,40.7609,-73.986
10994,7209371,40.7711,-73.9515
109941,6835757,40.7538,-73.9646
109942,6841928,40.7122,-73.9082
109945,6853390,40.5886,-73.9662
109946,6915446,40.7815,-73.9471
109947,6894963,40.7337,-73.9897
109950,6929879,40.7463,-73.976
109951,6852611,40.761,-73.999
109952,6829440,40.747,-73.9847
109955,6895461,40.7786,-73.9485
10996,7104691,40.7448,-74.0053
109961,6832479,40.6935,-73.8618
109963,6910428,40.8132,-73.944
109965,6834559,40.8276,-73.9413
109969,6895389,40.7567,-73.998
109970,6882867,40.6453,-73.9766
109971,6915016,40.7674,-73.984
109974,6940518,40.7378,-73.9877
109975,6878156,40.7571,-73.9647
109977,6902378,40.7858,-73.9704
109981,6885406,40.7696,-73.9527
109983,6836993,40.7718,-73.9508
109985,6911945,40.7564,-73.9945
109986,6926626,40.7412,-73.9772
109988,6840658,40.7815,-73.948
10999,7202394,40.735,-74.001
109990,6814227,40.8031,-73.9539
109992,6850800,40.7207,-73.9801
109994,6827331,40.797,-73.936
109995,6912151,40.7093,-74.0065
109996,6833041,40.7521,-73.9742
109997,6877623,40.834,-73.9399
109998,6874679,40.6664,-73.9906
109999,6882859,40.7218,-73.8426
11000,7180588,40.7064,-74.0157
110001,6826111,40.7067,-74.0072
110003,6850016,40.7556,-73.9668
110004,6874045,40.7298,-73.9878
110009,6845395,40.7824,-73.9805
110010,6812025,40.8314,-73.9409
110011,6926832,40.7222,-73.9824
110016,6857283,40.735,-73.9792
110017,6894754,40.6448,-73.9624
11002,7093251,40.7463,-73.9773
110021,6833258,40.7793,-73.9528
110026,6895788,40.7704,-73.9566
110027,6836839,40.7244,-73.9942
110028,6829767,40.7075,-74.0059
11003,7200567,40.7368,-73.979
110033,6885278,40.7725,-73.9478
110034,6842053,40.7327,-73.8638
110036,6874484,40.8233,-73.9528
110037,6883129,40.7514,-73.9864
11004,7103586,40.7993,-73.9625
110040,6925098,40.7733,-73.9902
110045,6888164,40.7381,-73.9543
110046,6878183,40.7844,-73.9497
110049,6872863,40.726,-73.9784
11005,7142872,40.7681,-73.9563
110051,6880175,40.7701,-73.9493
110056,6842965,40.7426,-73.979
110057,6915504,40.6682,-73.9801
110061,6881312,40.6632,-73.9955
110064,6869583,40.7247,-73.8475
110066,6869623,40.7168,-73.952
110067,6843904,40.7482,-73.9749
110069,6818277,40.7721,-73.9536
110070,6900877,40.7376,-73.976
110073,6823701,40.7179,-74.0148
110077,6835473,40.7371,-73.9835
110078,6945987,40.7446,-73.974
110079,6943240,40.7277,-74.0001
11008,7181896,40.7162,-74.0095
110080,6864684,40.7295,-73.9785
110081,6941158,40.8257,-73.9398
110082,6831064,40.7775,-73.9536
110083,6914633,40.6782,-73.975
110085,6847489,40.7676,-73.9601
110097,6882503,40.7826,-73.9469
110098,6877839,40.7824,-73.9805
110099,6867965,40.7788,-73.9806
110100,6915888,40.8058,-73.954
110101,6929162,40.7701,-73.9859
110105,6860594,40.7517,-74.0076
110107,6863354,40.7471,-73.9846
110111,6831455,40.7299,-73.9819
110112,6868593,40.7101,-74.0083
110113,6902840,40.7059,-74.0169
110114,6946123,40.7302,-73.9826
110115,6878647,40.7844,-73.9497
110117,6815914,40.708,-74.0149
110118,6861622,40.7439,-73.9743
11012,7098805,40.7404,-73.9795
110121,6878080,40.5841,-73.9575
110122,6929212,40.6926,-73.9397
110123,6921093,40.7327,-73.9931
110124,6871275,40.7593,-73.9962
110127,6864492,40.7723,-73.951
110128,6915311,40.7311,-74.0045
11013,7157310,40.8256,-73.9477
110131,6918023,40.7466,-73.9779
110133,6886951,40.7963,-73.9306
